Toll Date,Detection Group,Vehicle Class,CRZ Entries
2025-01-31,Queensboro Bridge,2 - Single-Unit Trucks,2706
2025-01-31,Queensboro Bridge,3 - Multi-Unit Trucks,304
2025-01-31,Queensboro Bridge,4 - Buses,398
2025-01-31,Queensboro Bridge,5 - Motorcycles,109
2025-01-31,Queensboro Bridge,TLC Taxi/FHV,16262
2025-01-31,West 60th St,"1 - Cars, Pickups and Vans",13673
2025-01-31,West 60th St,2 - Single-Unit Trucks,2635
2025-01-31,West 60th St,3 - Multi-Unit Trucks,234
2025-01-31,West 60th St,4 - Buses,1112
2025-01-31,West 60th St,5 - Motorcycles,388
2025-01-31,West 60th St,TLC Taxi/FHV,22374
2025-01-31,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",30904
2025-01-31,West Side Highway at 60th St,2 - Single-Unit Trucks,535
2025-01-31,West Side Highway at 60th St,3 - Multi-Unit Trucks,19
2025-01-31,West Side Highway at 60th St,4 - Buses,682
2025-01-31,West Side Highway at 60th St,5 - Motorcycles,62
2025-01-31,West Side Highway at 60th St,TLC Taxi/FHV,11307
2025-01-31,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22561
2025-01-31,Williamsburg Bridge,2 - Single-Unit Trucks,2295
2025-01-31,Williamsburg Bridge,3 - Multi-Unit Trucks,202
2025-01-31,Williamsburg Bridge,4 - Buses,248
2025-01-31,Williamsburg Bridge,5 - Motorcycles,67
2025-01-31,Williamsburg Bridge,TLC Taxi/FHV,15282
2025-02-01,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17874
2025-02-01,Brooklyn Bridge,2 - Single-Unit Trucks,216
2025-02-01,Brooklyn Bridge,3 - Multi-Unit Trucks,8
2025-02-01,Brooklyn Bridge,4 - Buses,19
2025-02-01,Brooklyn Bridge,5 - Motorcycles,55
2025-02-01,Brooklyn Bridge,TLC Taxi/FHV,12213
2025-02-01,East 60th St,"1 - Cars, Pickups and Vans",30989
2025-02-01,East 60th St,2 - Single-Unit Trucks,1809
2025-02-01,East 60th St,3 - Multi-Unit Trucks,186
2025-02-01,East 60th St,4 - Buses,1420
2025-02-01,East 60th St,5 - Motorcycles,652
2025-02-01,East 60th St,TLC Taxi/FHV,43143
2025-02-01,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",27371
2025-02-01,FDR Drive at 60th St,2 - Single-Unit Trucks,350
2025-02-01,FDR Drive at 60th St,3 - Multi-Unit Trucks,14
2025-02-01,FDR Drive at 60th St,4 - Buses,49
2025-02-01,FDR Drive at 60th St,5 - Motorcycles,99
2025-02-01,FDR Drive at 60th St,TLC Taxi/FHV,17291
2025-02-01,Holland Tunnel,"1 - Cars, Pickups and Vans",29069
2025-02-01,Holland Tunnel,2 - Single-Unit Trucks,782
2025-02-01,Holland Tunnel,3 - Multi-Unit Trucks,116
2025-02-01,Holland Tunnel,4 - Buses,78
2025-02-01,Holland Tunnel,5 - Motorcycles,28
2025-02-01,Holland Tunnel,TLC Taxi/FHV,9172
2025-02-01,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",12856
2025-02-01,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,269
2025-02-01,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,18
2025-02-01,Hugh L. Carey Tunnel,4 - Buses,366
2025-02-01,Hugh L. Carey Tunnel,5 - Motorcycles,23
2025-02-01,Hugh L. Carey Tunnel,TLC Taxi/FHV,5036
2025-02-01,Lincoln Tunnel,"1 - Cars, Pickups and Vans",34906
2025-02-01,Lincoln Tunnel,2 - Single-Unit Trucks,1548
2025-02-01,Lincoln Tunnel,3 - Multi-Unit Trucks,320
2025-02-01,Lincoln Tunnel,4 - Buses,893
2025-02-01,Lincoln Tunnel,5 - Motorcycles,153
2025-02-01,Lincoln Tunnel,TLC Taxi/FHV,7235
2025-02-01,Manhattan Bridge,"1 - Cars, Pickups and Vans",16088
2025-02-01,Manhattan Bridge,2 - Single-Unit Trucks,899
2025-02-01,Manhattan Bridge,3 - Multi-Unit Trucks,152
2025-02-01,Manhattan Bridge,4 - Buses,163
2025-02-01,Manhattan Bridge,5 - Motorcycles,83
2025-02-01,Manhattan Bridge,TLC Taxi/FHV,12208
2025-02-01,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23246
2025-02-01,Queens Midtown Tunnel,2 - Single-Unit Trucks,931
2025-02-01,Queens Midtown Tunnel,3 - Multi-Unit Trucks,47
2025-02-01,Queens Midtown Tunnel,4 - Buses,320
2025-02-01,Queens Midtown Tunnel,5 - Motorcycles,21
2025-02-01,Queens Midtown Tunnel,TLC Taxi/FHV,15120
2025-02-01,Queensboro Bridge,"1 - Cars, Pickups and Vans",15721
2025-02-01,Queensboro Bridge,2 - Single-Unit Trucks,1030
2025-02-01,Queensboro Bridge,3 - Multi-Unit Trucks,108
2025-02-01,Queensboro Bridge,4 - Buses,262
2025-02-01,Queensboro Bridge,5 - Motorcycles,99
2025-02-01,Queensboro Bridge,TLC Taxi/FHV,14367
2025-02-01,West 60th St,"1 - Cars, Pickups and Vans",13205
2025-02-01,West 60th St,2 - Single-Unit Trucks,1064
2025-02-01,West 60th St,3 - Multi-Unit Trucks,128
2025-02-01,West 60th St,4 - Buses,827
2025-02-01,West 60th St,5 - Motorcycles,386
2025-02-01,West 60th St,TLC Taxi/FHV,23485
2025-02-01,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",29870
2025-02-01,West Side Highway at 60th St,2 - Single-Unit Trucks,259
2025-02-01,West Side Highway at 60th St,3 - Multi-Unit Trucks,16
2025-02-01,West Side Highway at 60th St,4 - Buses,113
2025-02-01,West Side Highway at 60th St,5 - Motorcycles,70
2025-02-01,West Side Highway at 60th St,TLC Taxi/FHV,11400
2025-02-01,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23161
2025-02-01,Williamsburg Bridge,2 - Single-Unit Trucks,1007
2025-02-01,Williamsburg Bridge,3 - Multi-Unit Trucks,97
2025-02-01,Williamsburg Bridge,4 - Buses,90
2025-02-01,Williamsburg Bridge,5 - Motorcycles,66
2025-02-01,Williamsburg Bridge,TLC Taxi/FHV,17100
2025-02-02,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16799
2025-02-02,Brooklyn Bridge,2 - Single-Unit Trucks,154
2025-02-02,Brooklyn Bridge,3 - Multi-Unit Trucks,6
2025-02-02,Brooklyn Bridge,4 - Buses,8
2025-02-02,Brooklyn Bridge,5 - Motorcycles,21
2025-02-02,Brooklyn Bridge,TLC Taxi/FHV,10764
2025-02-02,East 60th St,"1 - Cars, Pickups and Vans",27682
2025-02-02,East 60th St,2 - Single-Unit Trucks,931
2025-02-02,East 60th St,3 - Multi-Unit Trucks,111
2025-02-02,East 60th St,4 - Buses,1193
2025-02-02,East 60th St,5 - Motorcycles,509
2025-02-02,East 60th St,TLC Taxi/FHV,38059
2025-02-02,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",30003
2025-02-02,FDR Drive at 60th St,2 - Single-Unit Trucks,253
2025-02-02,FDR Drive at 60th St,3 - Multi-Unit Trucks,5
2025-02-02,FDR Drive at 60th St,4 - Buses,42
2025-02-02,FDR Drive at 60th St,5 - Motorcycles,76
2025-02-02,FDR Drive at 60th St,TLC Taxi/FHV,16941
2025-02-02,Holland Tunnel,"1 - Cars, Pickups and Vans",27198
2025-02-02,Holland Tunnel,2 - Single-Unit Trucks,409
2025-02-02,Holland Tunnel,3 - Multi-Unit Trucks,35
2025-02-02,Holland Tunnel,4 - Buses,80
2025-02-02,Holland Tunnel,5 - Motorcycles,3
2025-02-02,Holland Tunnel,TLC Taxi/FHV,10707
2025-02-02,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",11405
2025-02-02,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,170
2025-02-02,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,6
2025-02-02,Hugh L. Carey Tunnel,4 - Buses,236
2025-02-02,Hugh L. Carey Tunnel,5 - Motorcycles,11
2025-02-02,Hugh L. Carey Tunnel,TLC Taxi/FHV,3956
2025-02-02,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31351
2025-02-02,Lincoln Tunnel,2 - Single-Unit Trucks,783
2025-02-02,Lincoln Tunnel,3 - Multi-Unit Trucks,170
2025-02-02,Lincoln Tunnel,4 - Buses,895
2025-02-02,Lincoln Tunnel,5 - Motorcycles,144
2025-02-02,Lincoln Tunnel,TLC Taxi/FHV,6705
2025-02-02,Manhattan Bridge,"1 - Cars, Pickups and Vans",15265
2025-02-02,Manhattan Bridge,2 - Single-Unit Trucks,481
2025-02-02,Manhattan Bridge,3 - Multi-Unit Trucks,83
2025-02-02,Manhattan Bridge,4 - Buses,154
2025-02-02,Manhattan Bridge,5 - Motorcycles,58
2025-02-02,Manhattan Bridge,TLC Taxi/FHV,10444
2025-02-02,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",18727
2025-02-02,Queens Midtown Tunnel,2 - Single-Unit Trucks,453
2025-02-02,Queens Midtown Tunnel,3 - Multi-Unit Trucks,30
2025-02-02,Queens Midtown Tunnel,4 - Buses,261
2025-02-02,Queens Midtown Tunnel,5 - Motorcycles,24
2025-02-02,Queens Midtown Tunnel,TLC Taxi/FHV,15948
2025-02-02,Queensboro Bridge,"1 - Cars, Pickups and Vans",14446
2025-02-02,Queensboro Bridge,2 - Single-Unit Trucks,599
2025-02-02,Queensboro Bridge,3 - Multi-Unit Trucks,82
2025-02-02,Queensboro Bridge,4 - Buses,214
2025-02-02,Queensboro Bridge,5 - Motorcycles,66
2025-02-02,Queensboro Bridge,TLC Taxi/FHV,13335
2025-02-02,West 60th St,"1 - Cars, Pickups and Vans",11994
2025-02-02,West 60th St,2 - Single-Unit Trucks,533
2025-02-02,West 60th St,3 - Multi-Unit Trucks,45
2025-02-02,West 60th St,4 - Buses,728
2025-02-02,West 60th St,5 - Motorcycles,302
2025-02-02,West 60th St,TLC Taxi/FHV,19787
2025-02-02,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",24107
2025-02-02,West Side Highway at 60th St,2 - Single-Unit Trucks,156
2025-02-02,West Side Highway at 60th St,3 - Multi-Unit Trucks,1
2025-02-02,West Side Highway at 60th St,4 - Buses,116
2025-02-02,West Side Highway at 60th St,5 - Motorcycles,41
2025-02-02,West Side Highway at 60th St,TLC Taxi/FHV,8824
2025-02-02,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22427
2025-02-02,Williamsburg Bridge,2 - Single-Unit Trucks,482
2025-02-02,Williamsburg Bridge,3 - Multi-Unit Trucks,35
2025-02-02,Williamsburg Bridge,4 - Buses,99
2025-02-02,Williamsburg Bridge,5 - Motorcycles,55
2025-02-02,Williamsburg Bridge,TLC Taxi/FHV,16649
2025-02-03,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16530
2025-02-03,Brooklyn Bridge,2 - Single-Unit Trucks,316
2025-02-03,Brooklyn Bridge,3 - Multi-Unit Trucks,4
2025-02-03,Brooklyn Bridge,4 - Buses,112
2025-02-03,Brooklyn Bridge,5 - Motorcycles,43
2025-02-03,Brooklyn Bridge,TLC Taxi/FHV,10399
2025-02-03,East 60th St,"1 - Cars, Pickups and Vans",29470
2025-02-03,East 60th St,2 - Single-Unit Trucks,4251
2025-02-03,East 60th St,3 - Multi-Unit Trucks,371
2025-02-03,East 60th St,4 - Buses,2194
2025-02-03,East 60th St,5 - Motorcycles,548
2025-02-03,East 60th St,TLC Taxi/FHV,37079
2025-02-03,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31754
2025-02-03,FDR Drive at 60th St,2 - Single-Unit Trucks,654
2025-02-03,FDR Drive at 60th St,3 - Multi-Unit Trucks,6
2025-02-03,FDR Drive at 60th St,4 - Buses,680
2025-02-03,FDR Drive at 60th St,5 - Motorcycles,110
2025-02-03,FDR Drive at 60th St,TLC Taxi/FHV,16970
2025-02-03,Holland Tunnel,"1 - Cars, Pickups and Vans",26479
2025-02-03,Holland Tunnel,2 - Single-Unit Trucks,1664
2025-02-03,Holland Tunnel,3 - Multi-Unit Trucks,180
2025-02-03,Holland Tunnel,4 - Buses,108
2025-02-03,Holland Tunnel,5 - Motorcycles,15
2025-02-03,Holland Tunnel,TLC Taxi/FHV,8096
2025-02-03,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",13878
2025-02-03,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,794
2025-02-03,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,35
2025-02-03,Hugh L. Carey Tunnel,4 - Buses,1497
2025-02-03,Hugh L. Carey Tunnel,5 - Motorcycles,14
2025-02-03,Hugh L. Carey Tunnel,TLC Taxi/FHV,4210
2025-02-03,Lincoln Tunnel,"1 - Cars, Pickups and Vans",30540
2025-02-03,Lincoln Tunnel,2 - Single-Unit Trucks,3389
2025-02-03,Lincoln Tunnel,3 - Multi-Unit Trucks,677
2025-02-03,Lincoln Tunnel,4 - Buses,1975
2025-02-03,Lincoln Tunnel,5 - Motorcycles,111
2025-02-03,Lincoln Tunnel,TLC Taxi/FHV,6301
2025-02-03,Manhattan Bridge,"1 - Cars, Pickups and Vans",14958
2025-02-03,Manhattan Bridge,2 - Single-Unit Trucks,2225
2025-02-03,Manhattan Bridge,3 - Multi-Unit Trucks,328
2025-02-03,Manhattan Bridge,4 - Buses,591
2025-02-03,Manhattan Bridge,5 - Motorcycles,87
2025-02-03,Manhattan Bridge,TLC Taxi/FHV,7727
2025-02-03,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",21472
2025-02-03,Queens Midtown Tunnel,2 - Single-Unit Trucks,2427
2025-02-03,Queens Midtown Tunnel,3 - Multi-Unit Trucks,103
2025-02-03,Queens Midtown Tunnel,4 - Buses,1077
2025-02-03,Queens Midtown Tunnel,5 - Motorcycles,32
2025-02-03,Queens Midtown Tunnel,TLC Taxi/FHV,17176
2025-02-03,Queensboro Bridge,"1 - Cars, Pickups and Vans",16341
2025-02-03,Queensboro Bridge,2 - Single-Unit Trucks,2693
2025-02-03,Queensboro Bridge,3 - Multi-Unit Trucks,276
2025-02-03,Queensboro Bridge,4 - Buses,410
2025-02-03,Queensboro Bridge,5 - Motorcycles,112
2025-02-03,Queensboro Bridge,TLC Taxi/FHV,13855
2025-02-03,West 60th St,"1 - Cars, Pickups and Vans",12508
2025-02-03,West 60th St,2 - Single-Unit Trucks,2432
2025-02-03,West 60th St,3 - Multi-Unit Trucks,192
2025-02-03,West 60th St,4 - Buses,1137
2025-02-03,West 60th St,5 - Motorcycles,359
2025-02-03,West 60th St,TLC Taxi/FHV,20137
2025-02-03,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",29861
2025-02-03,West Side Highway at 60th St,2 - Single-Unit Trucks,510
2025-02-03,West Side Highway at 60th St,3 - Multi-Unit Trucks,4
2025-02-03,West Side Highway at 60th St,4 - Buses,688
2025-02-03,West Side Highway at 60th St,5 - Motorcycles,47
2025-02-03,West Side Highway at 60th St,TLC Taxi/FHV,9383
2025-02-03,Williamsburg Bridge,"1 - Cars, Pickups and Vans",21294
2025-02-03,Williamsburg Bridge,2 - Single-Unit Trucks,2339
2025-02-03,Williamsburg Bridge,3 - Multi-Unit Trucks,204
2025-02-03,Williamsburg Bridge,4 - Buses,273
2025-02-03,Williamsburg Bridge,5 - Motorcycles,70
2025-02-03,Williamsburg Bridge,TLC Taxi/FHV,11806
2025-02-04,Brooklyn Bridge,"1 - Cars, Pickups and Vans",18397
2025-02-04,Brooklyn Bridge,2 - Single-Unit Trucks,339
2025-02-04,Brooklyn Bridge,3 - Multi-Unit Trucks,10
2025-02-04,Brooklyn Bridge,4 - Buses,105
2025-02-04,Brooklyn Bridge,5 - Motorcycles,47
2025-02-04,Brooklyn Bridge,TLC Taxi/FHV,12014
2025-02-04,East 60th St,"1 - Cars, Pickups and Vans",33012
2025-02-04,East 60th St,2 - Single-Unit Trucks,4289
2025-02-04,East 60th St,3 - Multi-Unit Trucks,418
2025-02-04,East 60th St,4 - Buses,2278
2025-02-04,East 60th St,5 - Motorcycles,640
2025-02-04,East 60th St,TLC Taxi/FHV,41577
2025-02-04,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",29039
2025-02-04,FDR Drive at 60th St,2 - Single-Unit Trucks,550
2025-02-04,FDR Drive at 60th St,3 - Multi-Unit Trucks,7
2025-02-04,FDR Drive at 60th St,4 - Buses,570
2025-02-04,FDR Drive at 60th St,5 - Motorcycles,130
2025-02-04,FDR Drive at 60th St,TLC Taxi/FHV,16414
2025-02-04,Holland Tunnel,"1 - Cars, Pickups and Vans",26838
2025-02-04,Holland Tunnel,2 - Single-Unit Trucks,1708
2025-02-04,Holland Tunnel,3 - Multi-Unit Trucks,195
2025-02-04,Holland Tunnel,4 - Buses,110
2025-02-04,Holland Tunnel,5 - Motorcycles,12
2025-02-04,Holland Tunnel,TLC Taxi/FHV,8734
2025-02-04,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15555
2025-02-04,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,875
2025-02-04,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,37
2025-02-04,Hugh L. Carey Tunnel,4 - Buses,1523
2025-02-04,Hugh L. Carey Tunnel,5 - Motorcycles,37
2025-02-04,Hugh L. Carey Tunnel,TLC Taxi/FHV,4854
2025-02-04,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31814
2025-02-04,Lincoln Tunnel,2 - Single-Unit Trucks,3564
2025-02-04,Lincoln Tunnel,3 - Multi-Unit Trucks,729
2025-02-04,Lincoln Tunnel,4 - Buses,1795
2025-02-04,Lincoln Tunnel,5 - Motorcycles,144
2025-02-04,Lincoln Tunnel,TLC Taxi/FHV,6998
2025-02-04,Manhattan Bridge,"1 - Cars, Pickups and Vans",15821
2025-02-04,Manhattan Bridge,2 - Single-Unit Trucks,2250
2025-02-04,Manhattan Bridge,3 - Multi-Unit Trucks,366
2025-02-04,Manhattan Bridge,4 - Buses,608
2025-02-04,Manhattan Bridge,5 - Motorcycles,86
2025-02-04,Manhattan Bridge,TLC Taxi/FHV,9267
2025-02-04,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22503
2025-02-04,Queens Midtown Tunnel,2 - Single-Unit Trucks,2692
2025-02-04,Queens Midtown Tunnel,3 - Multi-Unit Trucks,146
2025-02-04,Queens Midtown Tunnel,4 - Buses,1075
2025-02-04,Queens Midtown Tunnel,5 - Motorcycles,40
2025-02-04,Queens Midtown Tunnel,TLC Taxi/FHV,15179
2025-02-04,Queensboro Bridge,"1 - Cars, Pickups and Vans",17114
2025-02-04,Queensboro Bridge,2 - Single-Unit Trucks,2666
2025-02-04,Queensboro Bridge,3 - Multi-Unit Trucks,338
2025-02-04,Queensboro Bridge,4 - Buses,417
2025-02-04,Queensboro Bridge,5 - Motorcycles,138
2025-02-04,Queensboro Bridge,TLC Taxi/FHV,15532
2025-02-04,West 60th St,"1 - Cars, Pickups and Vans",13669
2025-02-04,West 60th St,2 - Single-Unit Trucks,2658
2025-02-04,West 60th St,3 - Multi-Unit Trucks,220
2025-02-04,West 60th St,4 - Buses,1189
2025-02-04,West 60th St,5 - Motorcycles,360
2025-02-04,West 60th St,TLC Taxi/FHV,22613
2025-02-04,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",33016
2025-02-04,West Side Highway at 60th St,2 - Single-Unit Trucks,470
2025-02-04,West Side Highway at 60th St,3 - Multi-Unit Trucks,11
2025-02-04,West Side Highway at 60th St,4 - Buses,743
2025-02-04,West Side Highway at 60th St,5 - Motorcycles,56
2025-02-04,West Side Highway at 60th St,TLC Taxi/FHV,10567
2025-02-04,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22358
2025-02-04,Williamsburg Bridge,2 - Single-Unit Trucks,2255
2025-02-04,Williamsburg Bridge,3 - Multi-Unit Trucks,203
2025-02-04,Williamsburg Bridge,4 - Buses,265
2025-02-04,Williamsburg Bridge,5 - Motorcycles,98
2025-02-04,Williamsburg Bridge,TLC Taxi/FHV,13205
2025-02-05,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17138
2025-02-05,Brooklyn Bridge,2 - Single-Unit Trucks,261
2025-02-05,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-02-05,Brooklyn Bridge,4 - Buses,101
2025-02-05,Brooklyn Bridge,5 - Motorcycles,50
2025-02-05,Brooklyn Bridge,TLC Taxi/FHV,12290
2025-02-05,East 60th St,"1 - Cars, Pickups and Vans",30810
2025-02-05,East 60th St,2 - Single-Unit Trucks,4294
2025-02-05,East 60th St,3 - Multi-Unit Trucks,417
2025-02-05,East 60th St,4 - Buses,2141
2025-02-05,East 60th St,5 - Motorcycles,631
2025-02-05,East 60th St,TLC Taxi/FHV,42762
2025-02-05,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31353
2025-02-05,FDR Drive at 60th St,2 - Single-Unit Trucks,655
2025-02-05,FDR Drive at 60th St,3 - Multi-Unit Trucks,12
2025-02-05,FDR Drive at 60th St,4 - Buses,594
2025-02-05,FDR Drive at 60th St,5 - Motorcycles,114
2025-02-05,FDR Drive at 60th St,TLC Taxi/FHV,18377
2025-02-05,Holland Tunnel,"1 - Cars, Pickups and Vans",27072
2025-02-05,Holland Tunnel,2 - Single-Unit Trucks,1701
2025-02-05,Holland Tunnel,3 - Multi-Unit Trucks,185
2025-02-05,Holland Tunnel,4 - Buses,122
2025-02-05,Holland Tunnel,5 - Motorcycles,12
2025-02-05,Holland Tunnel,TLC Taxi/FHV,9413
2025-02-05,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14885
2025-02-05,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,850
2025-02-05,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,41
2025-02-05,Hugh L. Carey Tunnel,4 - Buses,1532
2025-02-05,Hugh L. Carey Tunnel,5 - Motorcycles,18
2025-02-05,Hugh L. Carey Tunnel,TLC Taxi/FHV,4743
2025-02-05,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32248
2025-02-05,Lincoln Tunnel,2 - Single-Unit Trucks,3550
2025-02-05,Lincoln Tunnel,3 - Multi-Unit Trucks,750
2025-02-05,Lincoln Tunnel,4 - Buses,1644
2025-02-05,Lincoln Tunnel,5 - Motorcycles,91
2025-02-05,Lincoln Tunnel,TLC Taxi/FHV,7597
2025-02-05,Manhattan Bridge,"1 - Cars, Pickups and Vans",16157
2025-02-05,Manhattan Bridge,2 - Single-Unit Trucks,2322
2025-02-05,Manhattan Bridge,3 - Multi-Unit Trucks,345
2025-02-05,Manhattan Bridge,4 - Buses,551
2025-02-05,Manhattan Bridge,5 - Motorcycles,91
2025-02-05,Manhattan Bridge,TLC Taxi/FHV,10313
2025-02-05,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22201
2025-02-05,Queens Midtown Tunnel,2 - Single-Unit Trucks,2534
2025-02-05,Queens Midtown Tunnel,3 - Multi-Unit Trucks,123
2025-02-05,Queens Midtown Tunnel,4 - Buses,1088
2025-02-05,Queens Midtown Tunnel,5 - Motorcycles,30
2025-02-05,Queens Midtown Tunnel,TLC Taxi/FHV,15879
2025-02-05,Queensboro Bridge,"1 - Cars, Pickups and Vans",17181
2025-02-05,Queensboro Bridge,2 - Single-Unit Trucks,2706
2025-02-05,Queensboro Bridge,3 - Multi-Unit Trucks,318
2025-02-05,Queensboro Bridge,4 - Buses,414
2025-02-05,Queensboro Bridge,5 - Motorcycles,124
2025-02-05,Queensboro Bridge,TLC Taxi/FHV,16952
2025-02-05,West 60th St,"1 - Cars, Pickups and Vans",13182
2025-02-05,West 60th St,2 - Single-Unit Trucks,2638
2025-02-05,West 60th St,3 - Multi-Unit Trucks,243
2025-02-05,West 60th St,4 - Buses,1198
2025-02-05,West 60th St,5 - Motorcycles,356
2025-02-05,West 60th St,TLC Taxi/FHV,23362
2025-02-05,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",34664
2025-02-05,West Side Highway at 60th St,2 - Single-Unit Trucks,495
2025-02-05,West Side Highway at 60th St,3 - Multi-Unit Trucks,8
2025-02-05,West Side Highway at 60th St,4 - Buses,741
2025-02-05,West Side Highway at 60th St,5 - Motorcycles,55
2025-02-05,West Side Highway at 60th St,TLC Taxi/FHV,12025
2025-02-05,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22551
2025-02-05,Williamsburg Bridge,2 - Single-Unit Trucks,2215
2025-02-05,Williamsburg Bridge,3 - Multi-Unit Trucks,193
2025-02-05,Williamsburg Bridge,4 - Buses,273
2025-02-05,Williamsburg Bridge,5 - Motorcycles,73
2025-02-05,Williamsburg Bridge,TLC Taxi/FHV,14452
2025-02-06,Brooklyn Bridge,"1 - Cars, Pickups and Vans",15013
2025-02-06,Brooklyn Bridge,2 - Single-Unit Trucks,254
2025-02-06,Brooklyn Bridge,3 - Multi-Unit Trucks,6
2025-02-06,Brooklyn Bridge,4 - Buses,91
2025-02-06,Brooklyn Bridge,5 - Motorcycles,32
2025-02-06,Brooklyn Bridge,TLC Taxi/FHV,12648
2025-02-06,East 60th St,"1 - Cars, Pickups and Vans",31601
2025-02-06,East 60th St,2 - Single-Unit Trucks,4033
2025-02-06,East 60th St,3 - Multi-Unit Trucks,346
2025-02-06,East 60th St,4 - Buses,2235
2025-02-06,East 60th St,5 - Motorcycles,533
2025-02-06,East 60th St,TLC Taxi/FHV,44620
2025-02-06,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",26858
2025-02-06,FDR Drive at 60th St,2 - Single-Unit Trucks,595
2025-02-06,FDR Drive at 60th St,3 - Multi-Unit Trucks,9
2025-02-06,FDR Drive at 60th St,4 - Buses,462
2025-02-06,FDR Drive at 60th St,5 - Motorcycles,51
2025-02-06,FDR Drive at 60th St,TLC Taxi/FHV,17312
2025-02-06,Holland Tunnel,"1 - Cars, Pickups and Vans",24549
2025-02-06,Holland Tunnel,2 - Single-Unit Trucks,1624
2025-02-06,Holland Tunnel,3 - Multi-Unit Trucks,165
2025-02-06,Holland Tunnel,4 - Buses,114
2025-02-06,Holland Tunnel,5 - Motorcycles,6
2025-02-06,Holland Tunnel,TLC Taxi/FHV,9906
2025-02-06,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14250
2025-02-06,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,814
2025-02-06,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,39
2025-02-06,Hugh L. Carey Tunnel,4 - Buses,1478
2025-02-06,Hugh L. Carey Tunnel,5 - Motorcycles,12
2025-02-06,Hugh L. Carey Tunnel,TLC Taxi/FHV,4970
2025-02-06,Lincoln Tunnel,"1 - Cars, Pickups and Vans",27413
2025-02-06,Lincoln Tunnel,2 - Single-Unit Trucks,3179
2025-02-06,Lincoln Tunnel,3 - Multi-Unit Trucks,647
2025-02-06,Lincoln Tunnel,4 - Buses,1626
2025-02-06,Lincoln Tunnel,5 - Motorcycles,89
2025-02-06,Lincoln Tunnel,TLC Taxi/FHV,7199
2025-02-06,Manhattan Bridge,"1 - Cars, Pickups and Vans",14784
2025-02-06,Manhattan Bridge,2 - Single-Unit Trucks,2026
2025-02-06,Manhattan Bridge,3 - Multi-Unit Trucks,282
2025-02-06,Manhattan Bridge,4 - Buses,491
2025-02-06,Manhattan Bridge,5 - Motorcycles,63
2025-02-06,Manhattan Bridge,TLC Taxi/FHV,10471
