Toll Date,Detection Group,Vehicle Class,CRZ Entries
2025-03-06,West Side Highway at 60th St,TLC Taxi/FHV,11664
2025-03-06,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23288
2025-03-06,Williamsburg Bridge,2 - Single-Unit Trucks,2299
2025-03-06,Williamsburg Bridge,3 - Multi-Unit Trucks,143
2025-03-06,Williamsburg Bridge,4 - Buses,282
2025-03-06,Williamsburg Bridge,5 - Motorcycles,110
2025-03-06,Williamsburg Bridge,TLC Taxi/FHV,15377
2025-03-07,Brooklyn Bridge,"1 - Cars, Pickups and Vans",15964
2025-03-07,Brooklyn Bridge,2 - Single-Unit Trucks,170
2025-03-07,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-03-07,Brooklyn Bridge,4 - Buses,92
2025-03-07,Brooklyn Bridge,5 - Motorcycles,48
2025-03-07,Brooklyn Bridge,TLC Taxi/FHV,10200
2025-03-07,East 60th St,"1 - Cars, Pickups and Vans",32867
2025-03-07,East 60th St,2 - Single-Unit Trucks,4217
2025-03-07,East 60th St,3 - Multi-Unit Trucks,247
2025-03-07,East 60th St,4 - Buses,2033
2025-03-07,East 60th St,5 - Motorcycles,747
2025-03-07,East 60th St,TLC Taxi/FHV,41259
2025-03-07,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",35155
2025-03-07,FDR Drive at 60th St,2 - Single-Unit Trucks,485
2025-03-07,FDR Drive at 60th St,3 - Multi-Unit Trucks,8
2025-03-07,FDR Drive at 60th St,4 - Buses,609
2025-03-07,FDR Drive at 60th St,5 - Motorcycles,135
2025-03-07,FDR Drive at 60th St,TLC Taxi/FHV,20636
2025-03-07,Holland Tunnel,"1 - Cars, Pickups and Vans",29243
2025-03-07,Holland Tunnel,2 - Single-Unit Trucks,1715
2025-03-07,Holland Tunnel,3 - Multi-Unit Trucks,73
2025-03-07,Holland Tunnel,4 - Buses,133
2025-03-07,Holland Tunnel,5 - Motorcycles,19
2025-03-07,Holland Tunnel,TLC Taxi/FHV,10118
2025-03-07,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",16663
2025-03-07,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,704
2025-03-07,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,14
2025-03-07,Hugh L. Carey Tunnel,4 - Buses,1481
2025-03-07,Hugh L. Carey Tunnel,5 - Motorcycles,9
2025-03-07,Hugh L. Carey Tunnel,TLC Taxi/FHV,4636
2025-03-07,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32390
2025-03-07,Lincoln Tunnel,2 - Single-Unit Trucks,3967
2025-03-07,Lincoln Tunnel,3 - Multi-Unit Trucks,495
2025-03-07,Lincoln Tunnel,4 - Buses,1701
2025-03-07,Lincoln Tunnel,5 - Motorcycles,149
2025-03-07,Lincoln Tunnel,TLC Taxi/FHV,6803
2025-03-07,Manhattan Bridge,"1 - Cars, Pickups and Vans",18469
2025-03-07,Manhattan Bridge,2 - Single-Unit Trucks,2142
2025-03-07,Manhattan Bridge,3 - Multi-Unit Trucks,213
2025-03-07,Manhattan Bridge,4 - Buses,573
2025-03-07,Manhattan Bridge,5 - Motorcycles,103
2025-03-07,Manhattan Bridge,TLC Taxi/FHV,10949
2025-03-07,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",25931
2025-03-07,Queens Midtown Tunnel,2 - Single-Unit Trucks,2404
2025-03-07,Queens Midtown Tunnel,3 - Multi-Unit Trucks,72
2025-03-07,Queens Midtown Tunnel,4 - Buses,1195
2025-03-07,Queens Midtown Tunnel,5 - Motorcycles,9
2025-03-07,Queens Midtown Tunnel,TLC Taxi/FHV,15823
2025-03-07,Queensboro Bridge,"1 - Cars, Pickups and Vans",18637
2025-03-07,Queensboro Bridge,2 - Single-Unit Trucks,2569
2025-03-07,Queensboro Bridge,3 - Multi-Unit Trucks,269
2025-03-07,Queensboro Bridge,4 - Buses,431
2025-03-07,Queensboro Bridge,5 - Motorcycles,152
2025-03-07,Queensboro Bridge,TLC Taxi/FHV,17493
2025-03-07,West 60th St,"1 - Cars, Pickups and Vans",13734
2025-03-07,West 60th St,2 - Single-Unit Trucks,2457
2025-03-07,West 60th St,3 - Multi-Unit Trucks,239
2025-03-07,West 60th St,4 - Buses,1138
2025-03-07,West 60th St,5 - Motorcycles,409
2025-03-07,West 60th St,TLC Taxi/FHV,22432
2025-03-07,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",35236
2025-03-07,West Side Highway at 60th St,2 - Single-Unit Trucks,377
2025-03-07,West Side Highway at 60th St,3 - Multi-Unit Trucks,13
2025-03-07,West Side Highway at 60th St,4 - Buses,747
2025-03-07,West Side Highway at 60th St,5 - Motorcycles,75
2025-03-07,West Side Highway at 60th St,TLC Taxi/FHV,11949
2025-03-07,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23918
2025-03-07,Williamsburg Bridge,2 - Single-Unit Trucks,2271
2025-03-07,Williamsburg Bridge,3 - Multi-Unit Trucks,121
2025-03-07,Williamsburg Bridge,4 - Buses,252
2025-03-07,Williamsburg Bridge,5 - Motorcycles,90
2025-03-07,Williamsburg Bridge,TLC Taxi/FHV,15814
2025-03-08,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17554
2025-03-08,Brooklyn Bridge,2 - Single-Unit Trucks,115
2025-03-08,Brooklyn Bridge,3 - Multi-Unit Trucks,4
2025-03-08,Brooklyn Bridge,4 - Buses,14
2025-03-08,Brooklyn Bridge,5 - Motorcycles,51
2025-03-08,Brooklyn Bridge,TLC Taxi/FHV,11809
2025-03-08,East 60th St,"1 - Cars, Pickups and Vans",29979
2025-03-08,East 60th St,2 - Single-Unit Trucks,1626
2025-03-08,East 60th St,3 - Multi-Unit Trucks,143
2025-03-08,East 60th St,4 - Buses,1234
2025-03-08,East 60th St,5 - Motorcycles,615
2025-03-08,East 60th St,TLC Taxi/FHV,42314
2025-03-08,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32920
2025-03-08,FDR Drive at 60th St,2 - Single-Unit Trucks,263
2025-03-08,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-03-08,FDR Drive at 60th St,4 - Buses,56
2025-03-08,FDR Drive at 60th St,5 - Motorcycles,127
2025-03-08,FDR Drive at 60th St,TLC Taxi/FHV,19405
2025-03-08,Holland Tunnel,"1 - Cars, Pickups and Vans",29566
2025-03-08,Holland Tunnel,2 - Single-Unit Trucks,694
2025-03-08,Holland Tunnel,3 - Multi-Unit Trucks,35
2025-03-08,Holland Tunnel,4 - Buses,81
2025-03-08,Holland Tunnel,5 - Motorcycles,14
2025-03-08,Holland Tunnel,TLC Taxi/FHV,9918
2025-03-08,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14129
2025-03-08,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,272
2025-03-08,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,2
2025-03-08,Hugh L. Carey Tunnel,4 - Buses,362
2025-03-08,Hugh L. Carey Tunnel,5 - Motorcycles,5
2025-03-08,Hugh L. Carey Tunnel,TLC Taxi/FHV,4136
2025-03-08,Lincoln Tunnel,"1 - Cars, Pickups and Vans",34444
2025-03-08,Lincoln Tunnel,2 - Single-Unit Trucks,1566
2025-03-08,Lincoln Tunnel,3 - Multi-Unit Trucks,204
2025-03-08,Lincoln Tunnel,4 - Buses,920
2025-03-08,Lincoln Tunnel,5 - Motorcycles,107
2025-03-08,Lincoln Tunnel,TLC Taxi/FHV,7222
2025-03-08,Manhattan Bridge,"1 - Cars, Pickups and Vans",17334
2025-03-08,Manhattan Bridge,2 - Single-Unit Trucks,823
2025-03-08,Manhattan Bridge,3 - Multi-Unit Trucks,122
2025-03-08,Manhattan Bridge,4 - Buses,187
2025-03-08,Manhattan Bridge,5 - Motorcycles,77
2025-03-08,Manhattan Bridge,TLC Taxi/FHV,11698
2025-03-08,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",24968
2025-03-08,Queens Midtown Tunnel,2 - Single-Unit Trucks,806
2025-03-08,Queens Midtown Tunnel,3 - Multi-Unit Trucks,31
2025-03-08,Queens Midtown Tunnel,4 - Buses,378
2025-03-08,Queens Midtown Tunnel,5 - Motorcycles,5
2025-03-08,Queens Midtown Tunnel,TLC Taxi/FHV,15391
2025-03-08,Queensboro Bridge,"1 - Cars, Pickups and Vans",16392
2025-03-08,Queensboro Bridge,2 - Single-Unit Trucks,958
2025-03-08,Queensboro Bridge,3 - Multi-Unit Trucks,96
2025-03-08,Queensboro Bridge,4 - Buses,275
2025-03-08,Queensboro Bridge,5 - Motorcycles,134
2025-03-08,Queensboro Bridge,TLC Taxi/FHV,15454
2025-03-08,West 60th St,"1 - Cars, Pickups and Vans",12528
2025-03-08,West 60th St,2 - Single-Unit Trucks,1000
2025-03-08,West 60th St,3 - Multi-Unit Trucks,77
2025-03-08,West 60th St,4 - Buses,798
2025-03-08,West 60th St,5 - Motorcycles,357
2025-03-08,West 60th St,TLC Taxi/FHV,23689
2025-03-08,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",32637
2025-03-08,West Side Highway at 60th St,2 - Single-Unit Trucks,182
2025-03-08,West Side Highway at 60th St,3 - Multi-Unit Trucks,6
2025-03-08,West Side Highway at 60th St,4 - Buses,169
2025-03-08,West Side Highway at 60th St,5 - Motorcycles,66
2025-03-08,West Side Highway at 60th St,TLC Taxi/FHV,11554
2025-03-08,Williamsburg Bridge,"1 - Cars, Pickups and Vans",24015
2025-03-08,Williamsburg Bridge,2 - Single-Unit Trucks,891
2025-03-08,Williamsburg Bridge,3 - Multi-Unit Trucks,49
2025-03-08,Williamsburg Bridge,4 - Buses,122
2025-03-08,Williamsburg Bridge,5 - Motorcycles,86
2025-03-08,Williamsburg Bridge,TLC Taxi/FHV,17795
2025-03-09,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16597
2025-03-09,Brooklyn Bridge,2 - Single-Unit Trucks,80
2025-03-09,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-03-09,Brooklyn Bridge,4 - Buses,11
2025-03-09,Brooklyn Bridge,5 - Motorcycles,53
2025-03-09,Brooklyn Bridge,TLC Taxi/FHV,10930
2025-03-09,East 60th St,"1 - Cars, Pickups and Vans",27307
2025-03-09,East 60th St,2 - Single-Unit Trucks,806
2025-03-09,East 60th St,3 - Multi-Unit Trucks,106
2025-03-09,East 60th St,4 - Buses,1045
2025-03-09,East 60th St,5 - Motorcycles,622
2025-03-09,East 60th St,TLC Taxi/FHV,37268
2025-03-09,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31273
2025-03-09,FDR Drive at 60th St,2 - Single-Unit Trucks,171
2025-03-09,FDR Drive at 60th St,3 - Multi-Unit Trucks,3
2025-03-09,FDR Drive at 60th St,4 - Buses,43
2025-03-09,FDR Drive at 60th St,5 - Motorcycles,128
2025-03-09,FDR Drive at 60th St,TLC Taxi/FHV,16485
2025-03-09,Holland Tunnel,"1 - Cars, Pickups and Vans",27121
2025-03-09,Holland Tunnel,2 - Single-Unit Trucks,325
2025-03-09,Holland Tunnel,3 - Multi-Unit Trucks,5
2025-03-09,Holland Tunnel,4 - Buses,68
2025-03-09,Holland Tunnel,5 - Motorcycles,8
2025-03-09,Holland Tunnel,TLC Taxi/FHV,10625
2025-03-09,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",12434
2025-03-09,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,138
2025-03-09,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,5
2025-03-09,Hugh L. Carey Tunnel,4 - Buses,228
2025-03-09,Hugh L. Carey Tunnel,5 - Motorcycles,6
2025-03-09,Hugh L. Carey Tunnel,TLC Taxi/FHV,3242
2025-03-09,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32505
2025-03-09,Lincoln Tunnel,2 - Single-Unit Trucks,809
2025-03-09,Lincoln Tunnel,3 - Multi-Unit Trucks,138
2025-03-09,Lincoln Tunnel,4 - Buses,849
2025-03-09,Lincoln Tunnel,5 - Motorcycles,109
2025-03-09,Lincoln Tunnel,TLC Taxi/FHV,7256
2025-03-09,Manhattan Bridge,"1 - Cars, Pickups and Vans",16202
2025-03-09,Manhattan Bridge,2 - Single-Unit Trucks,412
2025-03-09,Manhattan Bridge,3 - Multi-Unit Trucks,75
2025-03-09,Manhattan Bridge,4 - Buses,173
2025-03-09,Manhattan Bridge,5 - Motorcycles,89
2025-03-09,Manhattan Bridge,TLC Taxi/FHV,10694
2025-03-09,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",19674
2025-03-09,Queens Midtown Tunnel,2 - Single-Unit Trucks,325
2025-03-09,Queens Midtown Tunnel,3 - Multi-Unit Trucks,12
2025-03-09,Queens Midtown Tunnel,4 - Buses,306
2025-03-09,Queens Midtown Tunnel,5 - Motorcycles,10
2025-03-09,Queens Midtown Tunnel,TLC Taxi/FHV,16065
2025-03-09,Queensboro Bridge,"1 - Cars, Pickups and Vans",14392
2025-03-09,Queensboro Bridge,2 - Single-Unit Trucks,525
2025-03-09,Queensboro Bridge,3 - Multi-Unit Trucks,47
2025-03-09,Queensboro Bridge,4 - Buses,248
2025-03-09,Queensboro Bridge,5 - Motorcycles,87
2025-03-09,Queensboro Bridge,TLC Taxi/FHV,13740
2025-03-09,West 60th St,"1 - Cars, Pickups and Vans",11356
2025-03-09,West 60th St,2 - Single-Unit Trucks,462
2025-03-09,West 60th St,3 - Multi-Unit Trucks,44
2025-03-09,West 60th St,4 - Buses,728
2025-03-09,West 60th St,5 - Motorcycles,371
2025-03-09,West 60th St,TLC Taxi/FHV,18737
2025-03-09,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",27174
2025-03-09,West Side Highway at 60th St,2 - Single-Unit Trucks,99
2025-03-09,West Side Highway at 60th St,3 - Multi-Unit Trucks,1
2025-03-09,West Side Highway at 60th St,4 - Buses,140
2025-03-09,West Side Highway at 60th St,5 - Motorcycles,74
2025-03-09,West Side Highway at 60th St,TLC Taxi/FHV,9339
2025-03-09,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23774
2025-03-09,Williamsburg Bridge,2 - Single-Unit Trucks,366
2025-03-09,Williamsburg Bridge,3 - Multi-Unit Trucks,28
2025-03-09,Williamsburg Bridge,4 - Buses,119
2025-03-09,Williamsburg Bridge,5 - Motorcycles,89
2025-03-09,Williamsburg Bridge,TLC Taxi/FHV,17227
2025-03-10,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16956
2025-03-10,Brooklyn Bridge,2 - Single-Unit Trucks,206
2025-03-10,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-03-10,Brooklyn Bridge,4 - Buses,111
2025-03-10,Brooklyn Bridge,5 - Motorcycles,91
2025-03-10,Brooklyn Bridge,TLC Taxi/FHV,10113
2025-03-10,East 60th St,"1 - Cars, Pickups and Vans",30750
2025-03-10,East 60th St,2 - Single-Unit Trucks,4009
2025-03-10,East 60th St,3 - Multi-Unit Trucks,222
2025-03-10,East 60th St,4 - Buses,2154
2025-03-10,East 60th St,5 - Motorcycles,729
2025-03-10,East 60th St,TLC Taxi/FHV,38739
2025-03-10,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32717
2025-03-10,FDR Drive at 60th St,2 - Single-Unit Trucks,356
2025-03-10,FDR Drive at 60th St,3 - Multi-Unit Trucks,1
2025-03-10,FDR Drive at 60th St,4 - Buses,630
2025-03-10,FDR Drive at 60th St,5 - Motorcycles,196
2025-03-10,FDR Drive at 60th St,TLC Taxi/FHV,16823
2025-03-10,Holland Tunnel,"1 - Cars, Pickups and Vans",25890
2025-03-10,Holland Tunnel,2 - Single-Unit Trucks,1535
2025-03-10,Holland Tunnel,3 - Multi-Unit Trucks,43
2025-03-10,Holland Tunnel,4 - Buses,114
2025-03-10,Holland Tunnel,5 - Motorcycles,18
2025-03-10,Holland Tunnel,TLC Taxi/FHV,8127
2025-03-10,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15324
2025-03-10,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,763
2025-03-10,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,10
2025-03-10,Hugh L. Carey Tunnel,4 - Buses,1463
2025-03-10,Hugh L. Carey Tunnel,5 - Motorcycles,12
2025-03-10,Hugh L. Carey Tunnel,TLC Taxi/FHV,4176
2025-03-10,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31479
2025-03-10,Lincoln Tunnel,2 - Single-Unit Trucks,3787
2025-03-10,Lincoln Tunnel,3 - Multi-Unit Trucks,415
2025-03-10,Lincoln Tunnel,4 - Buses,1827
2025-03-10,Lincoln Tunnel,5 - Motorcycles,129
2025-03-10,Lincoln Tunnel,TLC Taxi/FHV,6392
2025-03-10,Manhattan Bridge,"1 - Cars, Pickups and Vans",15265
2025-03-10,Manhattan Bridge,2 - Single-Unit Trucks,2157
2025-03-10,Manhattan Bridge,3 - Multi-Unit Trucks,225
2025-03-10,Manhattan Bridge,4 - Buses,612
2025-03-10,Manhattan Bridge,5 - Motorcycles,121
2025-03-10,Manhattan Bridge,TLC Taxi/FHV,7469
2025-03-10,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23434
2025-03-10,Queens Midtown Tunnel,2 - Single-Unit Trucks,2283
2025-03-10,Queens Midtown Tunnel,3 - Multi-Unit Trucks,65
2025-03-10,Queens Midtown Tunnel,4 - Buses,1211
2025-03-10,Queens Midtown Tunnel,5 - Motorcycles,14
2025-03-10,Queens Midtown Tunnel,TLC Taxi/FHV,17159
2025-03-10,Queensboro Bridge,"1 - Cars, Pickups and Vans",17103
2025-03-10,Queensboro Bridge,2 - Single-Unit Trucks,2637
2025-03-10,Queensboro Bridge,3 - Multi-Unit Trucks,201
2025-03-10,Queensboro Bridge,4 - Buses,438
2025-03-10,Queensboro Bridge,5 - Motorcycles,191
2025-03-10,Queensboro Bridge,TLC Taxi/FHV,14839
2025-03-10,West 60th St,"1 - Cars, Pickups and Vans",12930
2025-03-10,West 60th St,2 - Single-Unit Trucks,2328
2025-03-10,West 60th St,3 - Multi-Unit Trucks,142
2025-03-10,West 60th St,4 - Buses,1177
2025-03-10,West 60th St,5 - Motorcycles,380
2025-03-10,West 60th St,TLC Taxi/FHV,19964
2025-03-10,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",32909
2025-03-10,West Side Highway at 60th St,2 - Single-Unit Trucks,290
2025-03-10,West Side Highway at 60th St,3 - Multi-Unit Trucks,2
2025-03-10,West Side Highway at 60th St,4 - Buses,747
2025-03-10,West Side Highway at 60th St,5 - Motorcycles,97
2025-03-10,West Side Highway at 60th St,TLC Taxi/FHV,9871
2025-03-10,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23197
2025-03-10,Williamsburg Bridge,2 - Single-Unit Trucks,2225
2025-03-10,Williamsburg Bridge,3 - Multi-Unit Trucks,121
2025-03-10,Williamsburg Bridge,4 - Buses,288
2025-03-10,Williamsburg Bridge,5 - Motorcycles,137
2025-03-10,Williamsburg Bridge,TLC Taxi/FHV,12267
2025-03-11,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17670
2025-03-11,Brooklyn Bridge,2 - Single-Unit Trucks,207
2025-03-11,Brooklyn Bridge,3 - Multi-Unit Trucks,0
2025-03-11,Brooklyn Bridge,4 - Buses,101
2025-03-11,Brooklyn Bridge,5 - Motorcycles,100
2025-03-11,Brooklyn Bridge,TLC Taxi/FHV,11454
2025-03-11,East 60th St,"1 - Cars, Pickups and Vans",31370
2025-03-11,East 60th St,2 - Single-Unit Trucks,4320
2025-03-11,East 60th St,3 - Multi-Unit Trucks,233
2025-03-11,East 60th St,4 - Buses,2126
2025-03-11,East 60th St,5 - Motorcycles,748
2025-03-11,East 60th St,TLC Taxi/FHV,40242
2025-03-11,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",33032
2025-03-11,FDR Drive at 60th St,2 - Single-Unit Trucks,412
2025-03-11,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-03-11,FDR Drive at 60th St,4 - Buses,690
2025-03-11,FDR Drive at 60th St,5 - Motorcycles,206
2025-03-11,FDR Drive at 60th St,TLC Taxi/FHV,17807
2025-03-11,Holland Tunnel,"1 - Cars, Pickups and Vans",26707
2025-03-11,Holland Tunnel,2 - Single-Unit Trucks,1673
2025-03-11,Holland Tunnel,3 - Multi-Unit Trucks,34
2025-03-11,Holland Tunnel,4 - Buses,113
2025-03-11,Holland Tunnel,5 - Motorcycles,20
2025-03-11,Holland Tunnel,TLC Taxi/FHV,8594
2025-03-11,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",16577
2025-03-11,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,724
2025-03-11,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,13
2025-03-11,Hugh L. Carey Tunnel,4 - Buses,1525
2025-03-11,Hugh L. Carey Tunnel,5 - Motorcycles,33
2025-03-11,Hugh L. Carey Tunnel,TLC Taxi/FHV,4539
2025-03-11,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32243
2025-03-11,Lincoln Tunnel,2 - Single-Unit Trucks,3972
2025-03-11,Lincoln Tunnel,3 - Multi-Unit Trucks,426
2025-03-11,Lincoln Tunnel,4 - Buses,1786
2025-03-11,Lincoln Tunnel,5 - Motorcycles,148
2025-03-11,Lincoln Tunnel,TLC Taxi/FHV,6881
2025-03-11,Manhattan Bridge,"1 - Cars, Pickups and Vans",15658
2025-03-11,Manhattan Bridge,2 - Single-Unit Trucks,2242
2025-03-11,Manhattan Bridge,3 - Multi-Unit Trucks,205
2025-03-11,Manhattan Bridge,4 - Buses,572
2025-03-11,Manhattan Bridge,5 - Motorcycles,140
2025-03-11,Manhattan Bridge,TLC Taxi/FHV,8597
2025-03-11,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23721
2025-03-11,Queens Midtown Tunnel,2 - Single-Unit Trucks,2331
2025-03-11,Queens Midtown Tunnel,3 - Multi-Unit Trucks,66
2025-03-11,Queens Midtown Tunnel,4 - Buses,1242
2025-03-11,Queens Midtown Tunnel,5 - Motorcycles,37
2025-03-11,Queens Midtown Tunnel,TLC Taxi/FHV,16701
2025-03-11,Queensboro Bridge,"1 - Cars, Pickups and Vans",18080
2025-03-11,Queensboro Bridge,2 - Single-Unit Trucks,2679
2025-03-11,Queensboro Bridge,3 - Multi-Unit Trucks,208
2025-03-11,Queensboro Bridge,4 - Buses,442
2025-03-11,Queensboro Bridge,5 - Motorcycles,199
2025-03-11,Queensboro Bridge,TLC Taxi/FHV,16454
2025-03-11,West 60th St,"1 - Cars, Pickups and Vans",13405
2025-03-11,West 60th St,2 - Single-Unit Trucks,2460
2025-03-11,West 60th St,3 - Multi-Unit Trucks,117
2025-03-11,West 60th St,4 - Buses,1173
2025-03-11,West 60th St,5 - Motorcycles,351
2025-03-11,West 60th St,TLC Taxi/FHV,22237
2025-03-11,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",35781
2025-03-11,West Side Highway at 60th St,2 - Single-Unit Trucks,317
2025-03-11,West Side Highway at 60th St,3 - Multi-Unit Trucks,0
2025-03-11,West Side Highway at 60th St,4 - Buses,761
2025-03-11,West Side Highway at 60th St,5 - Motorcycles,122
2025-03-11,West Side Highway at 60th St,TLC Taxi/FHV,11261
2025-03-11,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23536
2025-03-11,Williamsburg Bridge,2 - Single-Unit Trucks,2273
2025-03-11,Williamsburg Bridge,3 - Multi-Unit Trucks,94
2025-03-11,Williamsburg Bridge,4 - Buses,284
2025-03-11,Williamsburg Bridge,5 - Motorcycles,151
2025-03-11,Williamsburg Bridge,TLC Taxi/FHV,13596
2025-03-12,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17740
2025-03-12,Brooklyn Bridge,2 - Single-Unit Trucks,196
2025-03-12,Brooklyn Bridge,3 - Multi-Unit Trucks,0
2025-03-12,Brooklyn Bridge,4 - Buses,100
2025-03-12,Brooklyn Bridge,5 - Motorcycles,93
2025-03-12,Brooklyn Bridge,TLC Taxi/FHV,11844
2025-03-12,East 60th St,"1 - Cars, Pickups and Vans",31728
2025-03-12,East 60th St,2 - Single-Unit Trucks,4067
2025-03-12,East 60th St,3 - Multi-Unit Trucks,235
2025-03-12,East 60th St,4 - Buses,2108
2025-03-12,East 60th St,5 - Motorcycles,800
2025-03-12,East 60th St,TLC Taxi/FHV,42388
2025-03-12,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",33610
2025-03-12,FDR Drive at 60th St,2 - Single-Unit Trucks,405
2025-03-12,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-03-12,FDR Drive at 60th St,4 - Buses,688
2025-03-12,FDR Drive at 60th St,5 - Motorcycles,187
2025-03-12,FDR Drive at 60th St,TLC Taxi/FHV,19072
2025-03-12,Holland Tunnel,"1 - Cars, Pickups and Vans",27679
2025-03-12,Holland Tunnel,2 - Single-Unit Trucks,1722
2025-03-12,Holland Tunnel,3 - Multi-Unit Trucks,39
2025-03-12,Holland Tunnel,4 - Buses,152
2025-03-12,Holland Tunnel,5 - Motorcycles,22
2025-03-12,Holland Tunnel,TLC Taxi/FHV,9964
2025-03-12,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15728
2025-03-12,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,719
2025-03-12,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,18
2025-03-12,Hugh L. Carey Tunnel,4 - Buses,1526
2025-03-12,Hugh L. Carey Tunnel,5 - Motorcycles,53
2025-03-12,Hugh L. Carey Tunnel,TLC Taxi/FHV,4843
2025-03-12,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32564
2025-03-12,Lincoln Tunnel,2 - Single-Unit Trucks,3708
2025-03-12,Lincoln Tunnel,3 - Multi-Unit Trucks,408
2025-03-12,Lincoln Tunnel,4 - Buses,1825
2025-03-12,Lincoln Tunnel,5 - Motorcycles,134
2025-03-12,Lincoln Tunnel,TLC Taxi/FHV,7688
2025-03-12,Manhattan Bridge,"1 - Cars, Pickups and Vans",15886
2025-03-12,Manhattan Bridge,2 - Single-Unit Trucks,2198
2025-03-12,Manhattan Bridge,3 - Multi-Unit Trucks,224
2025-03-12,Manhattan Bridge,4 - Buses,596
2025-03-12,Manhattan Bridge,5 - Motorcycles,143
2025-03-12,Manhattan Bridge,TLC Taxi/FHV,10135
2025-03-12,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23544
2025-03-12,Queens Midtown Tunnel,2 - Single-Unit Trucks,2309
2025-03-12,Queens Midtown Tunnel,3 - Multi-Unit Trucks,61
2025-03-12,Queens Midtown Tunnel,4 - Buses,1278
2025-03-12,Queens Midtown Tunnel,5 - Motorcycles,42
2025-03-12,Queens Midtown Tunnel,TLC Taxi/FHV,16739
2025-03-12,Queensboro Bridge,"1 - Cars, Pickups and Vans",17586
2025-03-12,Queensboro Bridge,2 - Single-Unit Trucks,2575
2025-03-12,Queensboro Bridge,3 - Multi-Unit Trucks,215
2025-03-12,Queensboro Bridge,4 - Buses,444
2025-03-12,Queensboro Bridge,5 - Motorcycles,192
2025-03-12,Queensboro Bridge,TLC Taxi/FHV,17902
2025-03-12,West 60th St,"1 - Cars, Pickups and Vans",13662
2025-03-12,West 60th St,2 - Single-Unit Trucks,2456
2025-03-12,West 60th St,3 - Multi-Unit Trucks,187
2025-03-12,West 60th St,4 - Buses,1171
2025-03-12,West 60th St,5 - Motorcycles,413
2025-03-12,West 60th St,TLC Taxi/FHV,22982
2025-03-12,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",35532
2025-03-12,West Side Highway at 60th St,2 - Single-Unit Trucks,314
2025-03-12,West Side Highway at 60th St,3 - Multi-Unit Trucks,3
